	name	city	fulladdress	lat	long	location	cityalias	display_address	pincode	storemap_link	store_status
102716	Hilite, Calicut	Calicut	Shop No.1062, 1063 FF (Door No.3/C/1043 C140 C141), GF, G1003, TI Business Park Hilite City, Thondayad Bypass GA College PO, Calicut - 673014.	11°14'56.2"N	75°49'50.5"E	11°14'56.2"N,75°49'50.5"E	Calicut	Shop No.1062, 1063 FF (Door No.3/C/1043 C140 C141), GF, G1003, TI Business Park Hilite City, Thondayad Bypass GA College PO, Calicut - 673014.	673014		
103067	Thillai Nagar,Trichy	Trichurapalli	B-34, Colony Main Road, Thilainagar, Trichurapalli - 620 018	10.820034	78.664864	10.820034,78.664864	Trichurapalli	B-34, Colony Main Road, Thilainagar, Trichurapalli - 620 018	620 018		
103578	Kuvempu Nagar, Mysore	Mysore	Yajmana Arcade, No. 1017 G & H Block, Kuvempunagar, Mysore - 570 023.	121711.6	763735	121711.6,763735	Mysore	Yajmana Arcade, No. 1017 G & H Block, Kuvempunagar, Mysore - 570 023.	570 023		
103138	City Centre Mall Park Rd, Gorakhpur	Gorakhpur	City Mall,  6 Civil Lines Park Road, Gorakhpur - 273 001         	26.7542731	83.3646118	26.7542731,83.3646118	Gorakhpur	City Mall,  6 Civil Lines Park Road, Gorakhpur - 273 001         	273001		
103274	L&T Panjagutta	Hyderabad	L3-02  L & T Metro Mall (Next ), B7 Nagarjuna Hills,Panjagutta, Hyderabad 500082	17.4221	784556	17.4221,784556	Hyderabad	L3-02  L & T Metro Mall (Next ), B7 Nagarjuna Hills,Panjagutta, Hyderabad 500082	500082		
101482	Shimpoli Rd-Borivali 2, Mumbai	Mumbai	# 12, Shimpoli Road, Borivalli, Mumbai - 400092.	19.2227278	72.8431924	19.2227278,72.8431924	Mumbai	# 12, Shimpoli Road, Borivalli, Mumbai - 400092.	400092		
103038	Annasalai, Pondicherry	Pondicherry	No. 62, Annasalai, Pondicherry - 605001.	11.934853	79.82582	11.934853,79.82582	Pondicherry	No. 62, Annasalai, Pondicherry - 605001.	605001		
103170	P.N.Road, Tiruppur	Tirupur	No.460,SRS Arcade, P.N.Road, Tirupur-641602	11.112528	77.338997	11.112528,77.338997	Tirupur	No.460,SRS Arcade, P.N.Road, Tirupur-641602	641602		
101505	Viva City Mall-Thane, Mumbai	Mumbai	FF-20, Viva City Mall, Voltas Compound, Pokhran Road No. 2, Subhash Nagar, Thane(W) - 400610.	19.208932	72.971326	19.208932,72.971326	Mumbai	FF-20, Viva City Mall, Voltas Compound, Pokhran Road No. 2, Subhash Nagar, Thane(W) - 400610.	400610		
103485	Kaggadasapura, Bangalore	Bangalore	No. 372A1 GF,  9th Cross, Kagdaspura, Bangalore - 560 093.	125904.6	774032.6	125904.6,774032.6	Bangalore	No. 372A1 GF,  9th Cross, Kagdaspura, Bangalore - 560 093.	560 093		
103122	Pacific Mall-Ugf-Rajpur Rd,Dehradun (Mainline)	Dehradun	Shop No. UGF - 21, Pacific Mall, Rajpur Road, Jakhan, Dehradun - 248001.	30.36647	78.070275	30.36647,78.070275	Dehradun	Shop No. UGF - 21, Pacific Mall, Rajpur Road, Jakhan, Dehradun - 248001.	248001		
103062	Mot, Trivandrum	Trivandrum	95 Mall of Travancore, Malabar commercial plaza pvt .Ltd, Chackai Bypass Road, Near Internation Airport, Trivandrum, Kerala - 695024	8°29'24.9"N	76°55'25.7"E	8°29'24.9"N,76°55'25.7"E	Trivandrum	95 Mall of Travancore, Malabar commercial plaza pvt .Ltd, Chackai Bypass Road, Near Internation Airport, Trivandrum, Kerala - 695024	695024		
102669	Dwarka, Delhi	Delhi	Plot no. 6, Shop no. G-2, & G-3, Agarwal Arcade, Sector 12, Dwarka, New Delhi - 110 001.	28.595625	77.048746	28.595625,77.048746	Delhi	Plot no. 6, Shop no. G-2, & G-3, Agarwal Arcade, Sector 12, Dwarka, New Delhi - 110 001.	110 001		
102994	Express Avenue, Chennai	Chennai	Shop No.S-116, First Floor, Express Avenue, Chennai - 600 014.	13.0613	80.261101	13.0613,80.261101	Chennai	Shop No.S-116, First Floor, Express Avenue, Chennai - 600 014.	600 014		
103898	Palayankottai, Tirunelveli	Tirunelveli	Ground Floor, Mani Complex, No. 122/A2, Trivandrum Road, Palayamkottai, Tirunelveli - 627 002.	8.713913	77.756653	8.713913,77.756653	Tirunelveli	Ground Floor, Mani Complex, No. 122/A2, Trivandrum Road, Palayamkottai, Tirunelveli - 627 002.	627 002		
102867	VR Mall, Chennai	Chennai	VR MALL, F-43 first floor,Pillayar Koil street, Jawaharlal Nehru Nagar, Anna Nagar,  Chennai 600040	13.0805	80.197098	13.0805,80.197098	Chennai	VR MALL, F-43 first floor,Pillayar Koil street, Jawaharlal Nehru Nagar, Anna Nagar,  Chennai 600040	600040		
103410	Shivalik Arc-Prahlad Ngr, Ahmedabad	Ahmedabad	Unit No. 11, Shivalik Arcde Satellite, Near Pralhad Nagar Garden, Ahmedabad - 380052.	23.00952	72.510963	23.00952,72.510963	Ahmedabad	Unit No. 11, Shivalik Arcde Satellite, Near Pralhad Nagar Garden, Ahmedabad - 380052.	380052		
101795	JHV Mall, Varanasi	Varanasi	UG-08, JHV Mall, Contonment Road, Varanasi - 221002,	25.3364023	82.975479	25.3364023,82.975479	Varanasi	UG-08, JHV Mall, Contonment Road, Varanasi - 221002,	221002		
103516	Homeland City Mall, Baddi	Baddi	GF - 56, Homeland City Mall, Mauja Kalyanpur, Baddi - 173205, Himachal Pradesh	30.937125	76.798654	30.937125,76.798654	Baddi	GF - 56, Homeland City Mall, Mauja Kalyanpur, Baddi - 173205, Himachal Pradesh	173205		
102731	Sector 8, Panchkula 2	Panchkula	DSS 400, Sector 8, Panchkula - 134109.	30.700791	76.849534	30.700791,76.849534	Panchkula	DSS 400, Sector 8, Panchkula - 134109.	134109		
102333	Kalyan (W),Thane 	Mumbai	Shop no.11,12 21 & 22 Ground Floor Sun Soman Square,Agra Road Kalyan West Thane - 421301	73.133115	19.257575	73.133115,19.257575	Mumbai	Shop no.11,12 21 & 22 Ground Floor Sun Soman Square,Agra Road Kalyan West Thane - 421301	421301		
101227	Sarojini Nagar Mrkt 2, Delhi	Delhi	Shop No.61 & 62,Sarojini Nagar Market ,New Delhi-110023	28.577059	77.196083	28.577059,77.196083	Delhi	Shop No.61 & 62,Sarojini Nagar Market ,New Delhi-110023	110023		
102089	Cvrn Rd, Karimnagar	Karimnagar	3-1-59 to 62, CVRN Road, Opp. R & B Guest House, Karimnagar - 505 001	18.262	790743.2	18.262,790743.2	Karimnagar	3-1-59 to 62, CVRN Road, Opp. R & B Guest House, Karimnagar - 505 001	505 001		
102040	Sec 17, Chandigarh	Chandigarh	SCO No. 33, Ground Floor, Sector 17-E, Chandigarh - 160017.	30.738035	76.783935	30.738035,76.783935	Chandigarh	SCO No. 33, Ground Floor, Sector 17-E, Chandigarh - 160017.	160017		
103737	Lokhandwala, Mumbai	Mumbai	Sunny Side, Shop No. 10, Lokhandwala Complex, Opp. BreadKraft, Andheri(W), Mumbai - 400053.	19.14397	72.8238	19.14397,72.8238	Mumbai	Sunny Side, Shop No. 10, Lokhandwala Complex, Opp. BreadKraft, Andheri(W), Mumbai - 400053.	400053		
102172	Korum Mall, Thane	Mumbai	F-18,Korum Mall, Mangal Pandey Road, Samata Nagar,Thane West, Thane 400 602	19.2028	72.9654	19.2028,72.9654	Mumbai	F-18,Korum Mall, Mangal Pandey Road, Samata Nagar,Thane West, Thane 400 602	400 602		
100633	SMV Towers, Kollam	Kollam	Shop no. XVII/1133, Ground Floor at SMV Towers Main Road, Kollam - 691 001.	8°53'07.4"N	76°35'15.8"E	8°53'07.4"N,76°35'15.8"E	Kollam	Shop no. XVII/1133, Ground Floor at SMV Towers Main Road, Kollam - 691 001.	691 001		
101023	Pursaiwakkam, Chennai	Chennai	Door No. 216, Shop No.2, North Point Complex, Puruswalkam High Road, Chennai - 600 007	13.085702	80.252807	13.085702,80.252807	Chennai	Door No. 216, Shop No.2, North Point Complex, Puruswalkam High Road, Chennai - 600 007	600 007		
100252	Pondy Bz, Chennai	Chennai	Shop no. 78, Sir Theagaraya Road, Pondy Bazaar, Chennai - 600 017.	13.041	80.236725	13.041,80.236725	Chennai	Shop no. 78, Sir Theagaraya Road, Pondy Bazaar, Chennai - 600 017.	600 007		
102174	Generation - Officers Line Rd, Vellore	Vellore	Municipal Door No. 24, New no. 6, 6/1, Next to Bata Showroom, Officers Line Road, Vellore - 632 001	12.912278	79.131889	12.912278,79.131889	Vellore	Municipal Door No. 24, New no. 6, 6/1, Next to Bata Showroom, Officers Line Road, Vellore - 632 001	632 001		
101111	Citycentre Mall, Hyderabad	Hyderabad	Shop No. G-14, City Centre Mall, Road No. 1 & 10, Banjara Hill, Hyderabad - 500 034.	78.448798	17.415622	78.448798,17.415622	Hyderabad	Shop No. G-14, City Centre Mall, Road No. 1 & 10, Banjara Hill, Hyderabad - 500 034.	500 034		
100316	Anna Nagar, Chennai	Chennai	# C- 48, Second Avenue, Tamilnadu Housing Board, Office Complex, Annanagar, Chennai - 600 040.	13.1465	80.364723	13.1465,80.364723	Chennai	# C- 48, Second Avenue, Tamilnadu Housing Board, Office Complex, Annanagar, Chennai - 600 040.	600 040		
100333	New Bel Rd, Bangalore	Bangalore	Shop No.209, Ground Floor, MGECHBS Layout, New BEL Road, Devasandra, RMV 2nd Stage, Bangalore - 560 054	13.029833	77.570694	13.029833,77.570694	Bangalore	Shop No.209, Ground Floor, MGECHBS Layout, New BEL Road, Devasandra, RMV 2nd Stage, Bangalore - 560 054	560 054		
100382	Devraj Urs Rd, Mysore	Mysore	# 150, Devraj Urs Road, Mysore - 570 001.	12.309639	76.645363	12.309639,76.645363	Mysore	# 150, Devraj Urs Road, Mysore - 570 001.	570 001		
101112	A S Rao Nagar, Hyderabad	Hyderabad	Peter England showroom, Mahesh Nagar, Dr. A.S.Rao Nagar, Hyderabad, Telangana-500062	78.556678	17.481224	78.556678,17.481224	Hyderabad	Peter England showroom, Mahesh Nagar, Dr. A.S.Rao Nagar, Hyderabad, Telangana-500062	500 062		
102353	Eureka Centre, Hubli	Hubli	Shop No.1, 2 & 3, Eureka Centre, Kopikkar Road, Hubli - 580 020	152056.5	750829.5	152056.5,750829.5	Hubli	Shop No.1, 2 & 3, Eureka Centre, Kopikkar Road, Hubli - 580 020	580 020		
102192	Khade Bazar, Belgaum	Belgaum	Ground I & II Floor, No. 3136, Khade Bazar, Belgaum - 590 002 Tel 0831-4212277	15.86091467	74.51204504	15.86091467,74.51204504	Belgaum	Ground I & II Floor, No. 3136, Khade Bazar, Belgaum - 590 002 Tel 0831-4212277	4212277		
100676	Basaveshwarnagar, Bangalore	Bangalore	Ground Floor(Next to Guru Sagar Hotel), No. 576, 3rd Stage, 4th Block, West off chord Road, Bangalore - 560 079	12.99516038	77.53951442	12.99516038,77.53951442	Bangalore	Ground Floor(Next to Guru Sagar Hotel), No. 576, 3rd Stage, 4th Block, West off chord Road, Bangalore - 560 079	560 079		
100742	West Masi, Madurai	Madurai	No. 135, West Masi Street, Madurai - 625 001	9.916843	78.115646	9.916843,78.115646	Madurai	No. 135, West Masi Street, Madurai - 625 001	625 001		
100497	Rajajinagar, Bangalore	Bangalore	Ground & First Floor, NO. 177Y/1-1, 12th Main, 3rd Block, Rajajinagar, Bangalore - 560 010	12.98506866	77.55398998	12.98506866,77.55398998	Bangalore	Ground & First Floor, NO. 177Y/1-1, 12th Main, 3rd Block, Rajajinagar, Bangalore - 560 010	560 010		
102395	R.T Nagar, Bangalore	Bangalore	# 3/1, Ground Floor, P & T Colony, R.T.Nagar, Bangalore - 560 032.	130121.6	773533.3	130121.6,773533.3	Bangalore	# 3/1, Ground Floor, P & T Colony, R.T.Nagar, Bangalore - 560 032.	560 032		
100508	Swarnapuri, Salem	Salem	# 43, 43(A), Omalur Main Road, Swarnapuri, Salem - 636 004.	11.671361	78.138359	11.671361,78.138359	Salem	# 43, 43(A), Omalur Main Road, Swarnapuri, Salem - 636 004.	636 004		
100512	Prakasraopetha, Vizag (Jagadamba)	Visakapatnam	29-2-16, Prakashraopetha, Maharanipeta (P.O.), Vishakapatnam - 530 020.	17.42501	831812.5	17.42501,831812.5	Visakapatnam	29-2-16, Prakashraopetha, Maharanipeta (P.O.), Vishakapatnam - 530 020.	530 020		
100547	Generation - Punnen Rd, Trivandrum	Trivandrum	Ground & Mezzanine Floor, Jacobs Building, Jacob's Junction, Punnen Road, Trivandrum - 695 039.	8°30'00.9"N	76°57'02.3"E	8°30'00.9"N,76°57'02.3"E	Trivandrum	Ground & Mezzanine Floor, Jacobs Building, Jacob's Junction, Punnen Road, Trivandrum - 695 039.	695 039		
101114	Hanamkonda, Warangal	Hanamkonda	Shop No. 1,2,3,4, & 5, GVSR Plaza, Near Amrutha Talkies, Hanamkonda, Warangal - 506 011.	79.574066	18.00805O	79.574066,18.00805O	Hanamkonda	Shop No. 1,2,3,4, & 5, GVSR Plaza, Near Amrutha Talkies, Hanamkonda, Warangal - 506 011.	506 011		
100613	Gandhi Bazaar, Hassan	Hassan	New no. 186. Gandhi Bazaar Main Road, Hassan - 573 201.	13.003028	77.098915	13.003028,77.098915	Hassan	New no. 186. Gandhi Bazaar Main Road, Hassan - 573 201.	573 201		
100731	Dr. Ambedkar Rd, Belgaum	Belgaum	Shop no. 4830/B, Dr. Ambedkar Road, Opp, District Civil Hospital, Belgaum - 590 001 Tel 0831-4212424	15.87350313	74.51239021	15.87350313,74.51239021	Belgaum	Shop no. 4830/B, Dr. Ambedkar Road, Opp, District Civil Hospital, Belgaum - 590 001 Tel 0831-4212424	4212424		
101924	Kukatpally, Hyderabad	Hyderabad	KMEG 5, Road No.1, KPHB Colony, Kukatpally, Hyderabad - 500 072	17.29339	782408.2	17.29339,782408.2	Hyderabad	KMEG 5, Road No.1, KPHB Colony, Kukatpally, Hyderabad - 500 072	500 072		
100852	Brookfield Plaza, Coimbatore	Coimbatore	F4, First Floor, Brookefields ,67-71 Krishnaswamy Road,  Coimbatore - 641 001	11.009278	76.959	11.009278,76.959	Coimbatore	F4, First Floor, Brookefields ,67-71 Krishnaswamy Road,  Coimbatore - 641 001	641 001		
102088	V V Mahal Rd, Tirupati	Tirupati	D.No.10-14-575A3, V.V.Mahal Road, Tirupati 517 501.	13.38131	792518.5	13.38131,792518.5	Tirupati	D.No.10-14-575A3, V.V.Mahal Road, Tirupati 517 501.	517 501		
102317	Arcot Rd-Valasarvakkam, Chennai	Chennai	Plot No.D.Door No.174/A, Arcot Road,Palaniappa Nagar, Valasaravakkam,Chennai-600087	13.0485	80.177498	13.0485,80.177498	Chennai	Plot No.D.Door No.174/A, Arcot Road,Palaniappa Nagar, Valasaravakkam,Chennai-600087	600087		
101211	Gajuwaka, Vizag	Visakapatnam	No.10-9-34, Main Road,Gajuwaka,Vishakapatnam-530026	17.41101	831243.2	17.41101,831243.2	Visakapatnam	No.10-9-34, Main Road,Gajuwaka,Vishakapatnam-530026	530026		
101192	DVG Rd, Bangalore	Bangalore	New No 144(PID no 49-64-144)DVG Road,Bangalore -560004	12.9444882	77.57094273	12.9444882,77.57094273	Bangalore	New No 144(PID no 49-64-144)DVG Road,Bangalore -560004	560004		
101221	Madinaguda, Hyderabad	Hyderabad	 No G7 & 8 , Krishna Residency, Madinaguda,Hyderabad-500050.	17.29435	782041.1	17.29435,782041.1	Hyderabad	 No G7 & 8 , Krishna Residency, Madinaguda,Hyderabad-500050.	500050		
101387	Vaglo-Mg Rd-Goa, Panaji	Goa	Vaglo Building, Mahatma Gandhi Road, Panaji, Goa - 403001.	15.4909	73.8278	15.4909,73.8278	Goa	Vaglo Building, Mahatma Gandhi Road, Panaji, Goa - 403001.	403001		
101414	Lulu-Int-Mall-Edapally, Cochin	Cochin	F-63, Lulu International Shopping Mall, 50/2392, NH - 17, Edappally, Cochin - 682024.	10°27'28.1"N	76°30'78.49"E	10°27'28.1"N,76°30'78.49"E	Cochin	F-63, Lulu International Shopping Mall, 50/2392, NH - 17, Edappally, Cochin - 682024.	682024		
101474	Tadepalligudem Rd, Tadepalli	Tadepalligudem	# 11-1-89/1 & 2, Tadepalligudem Main Road, West Godavari - 534102.	16.80447	815305.3	16.80447,815305.3	Tadepalligudem	# 11-1-89/1 & 2, Tadepalligudem Main Road, West Godavari - 534102.	534102		
101566	Ctr Square Mall-Mg Rd, Cochin	Cochin	# 107 & 108 FF, Centre Square Mall, MG Road, Cochin - 682016.	9°58'40.8"N	76°16'58.5"E	9°58'40.8"N,76°16'58.5"E	Cochin	# 107 & 108 FF, Centre Square Mall, MG Road, Cochin - 682016.	682016		
101709	Bharathi Road, Cuddalore	Cuddalore	No.19, Bharathi Road, Cuddalore - 607001.	11.750694	79.761024	11.750694,79.761024	Cuddalore	No.19, Bharathi Road, Cuddalore - 607001.	607001		
101759	Elements Mall, Bangalore	Bangalore	NO. F-7, 1st Floor, Elements Mall, 100 feet Road, Thanisandra Main Road, Near Manyatha Tech Park, Bangalore - 560077.	130246.7	773739.2	130246.7,773739.2	Bangalore	NO. F-7, 1st Floor, Elements Mall, 100 feet Road, Thanisandra Main Road, Near Manyatha Tech Park, Bangalore - 560077.	560077		
101770	Forum Mall, Mangalore	Mangalore	# 102, First Floor, Forum Fiza Mall, Pandeshwar near corporation building, Mangalore - 575001.	125125.5	775020.1	125125.5,775020.1	Mangalore	# 102, First Floor, Forum Fiza Mall, Pandeshwar near corporation building, Mangalore - 575001.	575001		
101758	Kakatiya University, Warangal	Warangal	No. 5-11-503 & 504, Kandlakanta Complex, Kakathiya University Road, Warangal - 506002.	18.00594	79.3313.0	18.00594,79.3313.0	Warangal	No. 5-11-503 & 504, Kandlakanta Complex, Kakathiya University Road, Warangal - 506002.	506002		
101863	Bangalore Rd, Krishnagiri	Krishnagiri	# 217, Bangalore Road, Krishnagiri - 635001.	12.879028	78.36731	12.879028,78.36731	Krishnagiri	# 217, Bangalore Road, Krishnagiri - 635001.	635001		
103872	Mogappair	Chennai	Raaj Towers, Plot no. 105 & 106, HIG 1, Nolumbur Scheme, Nolumbur Village, Ambattur Taluk, Thiruvallur - 600095.	13.081145	80.164781	13.081145,80.164781	Chennai	Raaj Towers, Plot no. 105 & 106, HIG 1, Nolumbur Scheme, Nolumbur Village, Ambattur Taluk, Thiruvallur - 600095.	600095		
101926	Generation, Jayanagar	Bangalore	No. 8/25, SOMS-SHLOK, 11th Main Road, 4th Block, Jaynagar, Bangalore - 560011.	125546.2	773509.9	125546.2,773509.9	Bangalore	No. 8/25, SOMS-SHLOK, 11th Main Road, 4th Block, Jaynagar, Bangalore - 560011.	560011		
101955	Jyothi Mall, Kurnool	Kurnool	Sy No. 102/2, 103/1A, 103/2A, Dno 40-322 & 323, Jyothi Mall, Bellary Road, Kurnool - 518001.	15o83028	780402.5	15o83028,780402.5	Kurnool	Sy No. 102/2, 103/1A, 103/2A, Dno 40-322 & 323, Jyothi Mall, Bellary Road, Kurnool - 518001.	518001		
101538	Cherooty Road, Calicut	Calicut	S.NO.185/2A, Ward No. 06, EL Ward No. 06, Situated at Cherooty Road, Calicut - 673001.	11°25'73.52"N	75°77'60.79"E	11°25'73.52"N,75°77'60.79"E	Calicut	S.NO.185/2A, Ward No. 06, EL Ward No. 06, Situated at Cherooty Road, Calicut - 673001.	673001		
102113	Siripuram Main Road- Generation	Vishakapatnam	TS no. 71, D.no. 10-1-39/1, LP No. 200/59, Block No.8, Uplands, CBM Compound, Siripuram Main Road, Vishakapatnam 530016	17.43404	831853.5	17.43404,831853.5	Vishakapatnam	TS no. 71, D.no. 10-1-39/1, LP No. 200/59, Block No.8, Uplands, CBM Compound, Siripuram Main Road, Vishakapatnam 530016	530016		
102122	Mall De Gao, Goa	Goa	F2 & 3, Mall De Goa, Porvorim, Goa 403521	15.5258	73.8273	15.5258,73.8273	Goa	F2 & 3, Mall De Goa, Porvorim, Goa 403521	403521		
102183	Commercial Road, Ooty	Ooty	D.No.71,Commercial Road, Opp BIG SHOP, Ooty - 643001	11.412011	76.708188	11.412011,76.708188	Ooty	D.No.71,Commercial Road, Opp BIG SHOP, Ooty - 643001	643001		
102209	K P Road, Nagarcoil	Nagarcoil	# 669,KP Road, Nagarcoil, 629001	8.17731	77.42678	8.17731,77.42678	Nagarcoil	# 669,KP Road, Nagarcoil, 629001	629001		
102235	Mission St, Pondicherry	Pondicherry	No-199, Ground Floor, Mission St, Pondicherry-1	11.9351	79.8311	11.9351,79.8311	Pondicherry	No-199, Ground Floor, Mission St, Pondicherry-1	cherry1		
102202	Parklane, Secunderabad	Secunderabad	CVK Square, Shop No 2 Plot No 1-7-392 to 394 Parklane Secunderabad - 500003	17.26292	782924.2	17.26292,782924.2	Secunderabad	CVK Square, Shop No 2 Plot No 1-7-392 to 394 Parklane Secunderabad - 500003	500003		
102231	Sahakar Nagar Bangalore	Bangalore	S S Enterprises/Peter England Showroom #519,Ground Floor,60ft Road,F Block Sahakar Nagar Bangalore -560092	13.063806	77.588608	13.063806,77.588608	Bangalore	S S Enterprises/Peter England Showroom #519,Ground Floor,60ft Road,F Block Sahakar Nagar Bangalore -560092	560092		
102326	Prozone Mall	Coimbatore	Prozone Mall , 1st Floor at Old Sivanandha Mills Coimbatore - 641035	13.03833	77.66524	13.03833,77.66524	Coimbatore	Prozone Mall , 1st Floor at Old Sivanandha Mills Coimbatore - 641035	641035		
102339	Velachery Chennai	Chennai	Plot no. 18 A & B,Ramagiri Nagar,1st Street Velachery,Chennai - 600042	12.9811	80.229599	12.9811,80.229599	Chennai	Plot no. 18 A & B,Ramagiri Nagar,1st Street Velachery,Chennai - 600042	600042		
102328	Forum Center City Mall, Mysore	Mysore	Forum Center City, lst Floor, #8 & N-5, Hyder Ali Road, Nazarbad Mohalla, Mysore 570010	12 18 0.00	76 39 0.00	12 18 0.00 ,76 39 0.00 	Mysore	Forum Center City, lst Floor, #8 & N-5, Hyder Ali Road, Nazarbad Mohalla, Mysore 570010	570010		
102413	Mt Poonamallee Road, Porur	Porur	#46,Mt Poonamallee Road,Porur,Chennai - 600116	13.02	80.18	13.02,80.18	Porur	#46,Mt Poonamallee Road,Porur,Chennai - 600116	600116		
102469	Ambattur, Chennai	Chennai	428/B2, M T H Road, Near  O T BUS STAND, Krishnapuram, Chennai 600053	13.12393	80.15065	13.12393,80.15065	Chennai	428/B2, M T H Road, Near  O T BUS STAND, Krishnapuram, Chennai 600053	600053		
102506	Crosscut Road	Coimbatore	Shop no.1030,Crosscut road, Gandhipuram, Coimbatore-641012	11.01678	76.956009	11.01678,76.956009	Coimbatore	Shop no.1030,Crosscut road, Gandhipuram, Coimbatore-641012	641012		
102553	Yelahanka New Town	Bangalore	S S Fashions, PID no.14/42/E,16th B.Main HIG Sector B, Yelahanka New Town, Bangalore - 560064	13.0963	77.5788	13.0963,77.5788	Bangalore	S S Fashions, PID no.14/42/E,16th B.Main HIG Sector B, Yelahanka New Town, Bangalore - 560064	560064		
102568	Mg Road,Thavakkara	Kannur	HPA Retail Ventures Private Limited, Metro Arcade,Near Louis Philippe, behind SBI,MG Road,Thavakkara,Kannur,Kerala,670001	11.867424	75.367553	11.867424,75.367553	Kannur	HPA Retail Ventures Private Limited, Metro Arcade,Near Louis Philippe, behind SBI,MG Road,Thavakkara,Kannur,Kerala,670001	670001		
102536	Sarathcity Capital Mall	Hyderabad	Mrs.Moramganti Reshmika Reddy, N0.1F 108 First Floor, Sarathcity Capital mall, Kothaguda Village, Serilingampally Manda,  RR District, HYDERABAD, Telangana-500084	17.43792	783900.3	17.43792,783900.3	Hyderabad	Mrs.Moramganti Reshmika Reddy, N0.1F 108 First Floor, Sarathcity Capital mall, Kothaguda Village, Serilingampally Manda,  RR District, HYDERABAD, Telangana-500084	500084		
102579	Vidyaranyapura, Bangalore	Bangalore	Site No.1242, Main Road ,Vidyaranyapura,Bangalore-560097	130413.5	773320.3	130413.5,773320.3	Bangalore	Site No.1242, Main Road ,Vidyaranyapura,Bangalore-560097	560097		
102569	Mantri Squre, Bangalore	Bangalore	unit no.SF-58 Mantri Squre no.1, Sampige Road,Malleshwaram, Bangalore, Karnataka-560003	13.00097096	77.57231124	13.00097096,77.57231124	Bangalore	unit no.SF-58 Mantri Squre no.1, Sampige Road,Malleshwaram, Bangalore, Karnataka-560003	560003		
102594	R R Nagar, Bangalore	Bangalore	Peter England Showroom, No.834 situated ar R.R.Nagar,Ground Floor,Bangalore, Karnataka -560098	12.91841429	77.52042414	12.91841429,77.52042414	Bangalore	Peter England Showroom, No.834 situated ar R.R.Nagar,Ground Floor,Bangalore, Karnataka -560098	560098		
102688	Marvel Artiza Mal	Hubli	M/s,Vibrant Apparels, GF-01 & 22 , Marvel Artiza Mal, Survey no.4A/2,Ward no.-3,Vidyanagar, HUBLI, Karnataka-580021	15.3503625	75.1114346	15.3503625,75.1114346	Hubli	M/s,Vibrant Apparels, GF-01 & 22 , Marvel Artiza Mal, Survey no.4A/2,Ward no.-3,Vidyanagar, HUBLI, Karnataka-580021	580021		
